,forward_RE,forward_FC,prices_SB,production_RE,production_FC,Offshore DK2,Offshore DK1,Onshore DK2,Onshore DK1
14008,0.78,-3.4033423492890336,30.0,0.1078431372549019,0.0,0.022801302931596,0.2322970639032815,0.128395061728395,0.08567335243553
14009,2.93,1.189680238950774,29.5,0.1617647058823529,0.1309117933846827,0.0575461454940282,0.1848013816925734,0.1333333333333333,0.0773638968481375
14010,1.41,15.310669236894205,25.0,0.1862745098039215,0.1002915803411804,0.0749185667752443,0.1424870466321243,0.1382716049382716,0.0638968481375358
14011,0.71,-5.585875949192594,20.0,0.3137254901960784,0.4193693338786102,0.0662323561346362,0.1010362694300518,0.1296296296296296,0.0461318051575931
14012,0.01,10.15736909215108,20.0,0.5441176470588235,0.5128338662825269,0.0760043431053203,0.0975820379965457,0.1246913580246913,0.0306590257879656
14013,-0.18,0.5216568758786237,-8.4,0.7107843137254902,0.5344072704122319,0.0890336590662323,0.1191709844559585,0.1419753086419753,0.022349570200573
14014,-4.28,15.86817187633046,-8.4,0.6715686274509803,0.6779209844643359,0.1042345276872964,0.1338514680483592,0.1580246913580247,0.0171919770773638
14015,-6.03,-11.3375206895724,10.0,0.5490196078431373,0.535895151788451,0.1378935939196525,0.1096718480138169,0.1703703703703703,0.0146131805157593
14016,-6.2,-8.152699145851406,10.0,0.4019607843137255,0.4034221929519593,0.1335504885993485,0.1718480138169257,0.2024691358024691,0.0249283667621776
14017,-5.92,-6.773489247308223,5.0,0.2696078431372549,0.4113604826879519,0.1107491856677524,0.1493955094991364,0.1814814814814815,0.0283667621776504
14018,-3.74,4.772109400710919,5.0,0.2156862745098039,0.3898729127035044,0.0955483170466883,0.1727115716753022,0.1592592592592592,0.0332378223495702
14019,-2.32,17.18808145086952,5.0,0.1372549019607843,0.1361340611354506,0.0640608034744842,0.1848013816925734,0.1209876543209876,0.0389684813753581
14020,-1.17,-2.569271559188297,7.2,0.088235294117647,0.0203548106494711,0.0466883821932681,0.1433506044905008,0.0925925925925925,0.0406876790830945
14021,-0.13,-5.849242914985068,10.0,0.0441176470588235,0.0,0.0314875135722041,0.116580310880829,0.0703703703703703,0.0332378223495702
14022,-0.58,-9.863679497389874,15.66,0.0147058823529411,0.1820703146508536,0.0249728555917481,0.118307426597582,0.0679012345679012,0.0318051575931232
14023,-2.63,0.2775103678949699,19.5,0.0049019607843137,0.0,0.022801302931596,0.1053540587219343,0.0604938271604938,0.0275071633237822
14024,-5.24,-10.717593221293736,19.5,0.0049019607843137,0.3289554248209554,0.019543973941368,0.0932642487046632,0.0518518518518518,0.0232091690544412
14025,-6.22,-8.483838379498337,12.0,0.0,0.0,0.01628664495114,0.1139896373056994,0.0518518518518518,0.0246418338108882
14026,-6.22,-1.7627228028446256,7.0,0.0,0.0133643071626514,0.014115092290988,0.1735751295336787,0.0518518518518518,0.0246418338108882
14027,-6.78,-5.921286927737925,-6.78,0.0049019607843137,0.0,0.014115092290988,0.1891191709844559,0.0567901234567901,0.028080229226361
14028,-10.01,1.3603788282384297,-10.01,0.0294117647058823,0.0,0.01628664495114,0.2512953367875647,0.0691358024691358,0.0392550143266475
14029,-11.6,-5.725532038854303,-11.6,0.1127450980392156,0.195217129655316,0.022801302931596,0.266839378238342,0.0814814814814814,0.0507163323782235
14030,-5.69,-6.091244990106988,4.0,0.1911764705882352,0.0,0.0325732899022801,0.2443868739205526,0.0864197530864197,0.0570200573065902
14031,-2.68,-29.1441669620151,16.22,0.3333333333333333,0.434200743048288,0.0445168295331161,0.2029360967184801,0.0950617283950617,0.060458452722063
14032,-1.0,10.222945562739142,22.0,0.3088235294117647,0.0244602984511508,0.0673181324647122,0.1433506044905008,0.1012345679012345,0.0570200573065902
14033,-1.1,0.8924431290923152,23.5,0.3235294117647059,0.4719681819487509,0.1313789359391965,0.1122625215889464,0.1172839506172839,0.0587392550143266
14034,-1.11,-6.107134300638493,23.5,0.3235294117647059,0.165431211189642,0.1476655808903366,0.0880829015544041,0.1395061728395061,0.060458452722063
14035,-1.12,-9.944554383369788,22.0,0.2450980392156862,0.2069147936106766,0.1606948968512486,0.0759930915371329,0.1493827160493827,0.0587392550143266
14036,-1.13,-7.206905001553232,22.0,0.196078431372549,0.163983456404169,0.1606948968512486,0.1062176165803108,0.145679012345679,0.0584527220630372
14037,-1.96,3.5982150355397264,12.0,0.1715686274509804,0.0106286300199623,0.1454940282301846,0.153713298791019,0.1555555555555555,0.0707736389684813
