,forecasts_24h
2021-01-04 09:00:00,"[ 0.02231095  0.00132455 -0.00857598  0.11058269  0.33245178  0.67542178
  0.55047651  0.48443447  0.68729049  0.70238208  0.82798982  0.91921201
  0.76051288  0.70345414  0.65319732  0.63328877  0.63171411  0.66405831
  0.68290731  0.72650782  0.70664118  0.83544274  0.92577173  0.75443888]"
2021-01-04 10:00:00,"[0.05629575 0.01646475 0.13062852 0.34669833 0.6842818  0.55630209
 0.48837285 0.68989359 0.70409696 0.82912775 0.91996667 0.76101237
 0.70378493 0.65341649 0.63343394 0.63181026 0.664122   0.6829495
 0.72653576 0.70665969 0.835455   0.92577985 0.75444426 0.58290545]"
2021-01-04 11:00:00,"[0.07160792 0.15574758 0.36680687 0.69857292 0.56518982 0.49421665
 0.69384429 0.70670821 0.83084799 0.92110815 0.76176938 0.70428598
 0.65374831 0.63365379 0.63195588 0.66421845 0.68301339 0.72657808
 0.70668772 0.83547357 0.92579215 0.75445241 0.58291085 0.50108448]"
2021-01-04 12:00:00,"[0.23620308 0.40345632 0.72791186 0.58604098 0.50718411 0.70237057
 0.71247239 0.83465788 0.92361803 0.76343485 0.70539049 0.65447935
 0.63413793 0.63227665 0.66443092 0.68315412 0.7266713  0.70674947
 0.83551447 0.92581924 0.75447035 0.58292273 0.50109235 0.46239477]"
2021-01-04 13:00:00,"[0.44398798 0.74637503 0.60082128 0.51768845 0.70890328 0.71676774
 0.83756174 0.92553737 0.76469927 0.70622951 0.65503578 0.63450621
 0.63252055 0.66459252 0.68326115 0.72674219 0.70679643 0.83554557
 0.92583984 0.754484   0.58293177 0.50109834 0.46239874 0.40343375]"
2021-01-04 14:00:00,"[0.80385248 0.62700366 0.53864821 0.72379936 0.7260317  0.84365292
 0.92965531 0.76742106 0.70802257 0.65622559 0.63529528 0.63304281
 0.66493839 0.68349031 0.72689399 0.70689696 0.83561217 0.92588395
 0.75451322 0.58295113 0.50111116 0.46240723 0.40343937 0.36560331]"
2021-01-04 15:00:00,"[0.59884755 0.52582241 0.71353194 0.71873465 0.83911484 0.92667146
 0.76540383 0.70668927 0.65534723 0.63471243 0.63265628 0.66468255
 0.68332088 0.72678173 0.70682261 0.83556292 0.92585133 0.75449161
 0.58293681 0.50110168 0.46240095 0.40343521 0.36560055 0.230923  ]"
2021-01-04 16:00:00,"[0.53308858 0.71684185 0.72138434 0.84099797 0.92784259 0.76617386
 0.70720985 0.65569132 0.63493911 0.63280669 0.6647823  0.68338691
 0.72682545 0.70685158 0.83558211 0.92586404 0.75450003 0.58294239
 0.50110537 0.46240339 0.40343683 0.36560162 0.23092372 0.48187991]"
2021-01-04 17:00:00,"[0.82768844 0.77187767 0.88141935 0.95657002 0.78403963 0.71895682
 0.66363285 0.64018814 0.63626465 0.66707688 0.68490863 0.72783264
 0.70751859 0.83602404 0.92615677 0.75469391 0.58307082 0.50119044
 0.46245974 0.40347416 0.36562635 0.23094009 0.48189076 0.36388427]"
2021-01-04 18:00:00,"[0.77739196 0.88393125 0.95858086 0.78546873 0.71984559 0.66421723
 0.64058321 0.63652577 0.6672489  0.68502278 0.72790834 0.7075687
 0.83605723 0.92617876 0.75470847 0.58308046 0.50119683 0.46246397
 0.40347696 0.3656282  0.23094132 0.48189157 0.3638848  0.41336878]"
2021-01-04 19:00:00,"[0.93880883 0.98357894 0.80548042 0.73406788 0.67306216 0.64639887
 0.64045744 0.66984757 0.68673474 0.72904433 0.70832207 0.83655586
 0.92650898 0.75492727 0.58322539 0.50129282 0.46252756 0.40351908
 0.3656561  0.2309598  0.48190381 0.36389291 0.41337415 0.45123428]"
2021-01-04 20:00:00,"[0.95406167 0.79203458 0.72330409 0.66541234 0.6416414  0.63732934
 0.66773283 0.68533697 0.72812351 0.70771105 0.83615064 0.92624078
 0.75474965 0.58310771 0.50121487 0.46247593 0.40348488 0.36563345
 0.23094479 0.48189387 0.36388633 0.41336979 0.45123139 0.31305936]"
2021-01-04 21:00:00,"[0.72891323 0.69455077 0.64239447 0.62528263 0.62715572 0.66104354
 0.68081469 0.72513446 0.70574192 0.834844   0.92537424 0.75417611
 0.58272787 0.50096321 0.46230923 0.40337447 0.36556031 0.23089635
 0.48186179 0.36386507 0.41335571 0.45122207 0.31305318 0.34113156]"
2021-01-04 22:00:00,"[0.65944298 0.62640201 0.6124802  0.61805705 0.65538502 0.67709413
 0.72261919 0.70407943 0.83374878 0.92464749 0.75369414 0.58240887
 0.50075195 0.46216926 0.40328176 0.36549891 0.23085568 0.48183484
 0.36384723 0.41334389 0.45121424 0.31304799 0.34112812 0.44729003]"
2021-01-04 23:00:00,"[0.64299349 0.62003802 0.62410731 0.65968493 0.67976827 0.72437747
 0.70526811 0.83453446 0.92516507 0.75403759 0.58263664 0.50090271
 0.4622691  0.4033479  0.36554272 0.2308847  0.48185406 0.36385996
 0.41335233 0.45121983 0.31305169 0.34113057 0.44729166 0.51960224]"
2021-01-05 00:00:00,"[0.58884543 0.60989832 0.64831022 0.67168428 0.71934999 0.70196248
 0.83229968 0.92368798 0.75306451 0.58199094 0.50047449 0.46198567
 0.4031602  0.36541836 0.23080232 0.4817995  0.36382382 0.41332839
 0.45120397 0.31304119 0.34112361 0.44728705 0.51959919 0.59369212]"
2021-01-05 01:00:00,"[0.65058621 0.66684455 0.68652155 0.72989482 0.70852037 0.83661159
 0.92660304 0.75499125 0.58326024 0.50131674 0.46254425 0.40352991
 0.3656632  0.23096454 0.48190696 0.36389499 0.41337553 0.4512352
 0.31306188 0.34113732 0.44729612 0.5196052  0.59369611 0.67207735]"
2021-01-05 02:00:00,"[0.70857012 0.70552857 0.74511049 0.71933413 0.84333673 0.93102491
 0.75798065 0.58523611 0.50261841 0.46340798 0.40410273 0.36604233
 0.23121562 0.48207331 0.36400518 0.41344851 0.45128354 0.3130939
 0.34115853 0.44731017 0.51961451 0.59370227 0.67208143 0.52185998]"
2021-01-05 03:00:00,"[0.72718968 0.75497766 0.72723309 0.84895051 0.93451615 0.76027619
 0.58678801 0.50364415 0.46408372 0.40455112 0.3663397  0.23141244
 0.48220366 0.36409154 0.41350572 0.45132143 0.31311899 0.34117515
 0.44732118 0.5196218  0.5937071  0.67208464 0.5218621  0.52564112]"
2021-01-05 04:00:00,"[0.77715548 0.73733563 0.85703789 0.94026384 0.76385071 0.58913831
 0.50523307 0.46513393 0.40524298 0.36679879 0.23171691 0.48240517
 0.364225   0.41359414 0.45138    0.31315779 0.34120085 0.44733821
 0.51963307 0.59371457 0.67208958 0.52186538 0.52564329 0.27758473]"
2021-01-05 05:00:00,"[0.67444202 0.82838831 0.91732902 0.74755096 0.57900139 0.49856791
 0.46062796 0.40226471 0.36483677 0.23041498 0.48154176 0.36365353
 0.41321568 0.45112924 0.31299169 0.34109084 0.44726534 0.51958481
 0.5936826  0.6720684  0.52185135 0.525634   0.27757857 0.2012113 ]"
2021-01-05 06:00:00,"[0.84995237 0.92715198 0.75541452 0.58459002 0.50204351 0.46291321
 0.40380965 0.36585791 0.23108769 0.48198814 0.36394956 0.41341162
 0.451259   0.31307767 0.34114778 0.44730305 0.51960979 0.59369915
 0.67207937 0.52185861 0.52563881 0.27758176 0.20121341 0.11835353]"
2021-01-05 07:00:00,"[0.89027068 0.73861419 0.57114086 0.49248521 0.45696884 0.39990115
 0.36321558 0.22934121 0.4808376  0.3631861  0.4129053  0.45092389
 0.31285573 0.34100074 0.44720566 0.51954528 0.59365642 0.67205106
 0.52183986 0.52562639 0.27757353 0.20120797 0.11834992 0.1982118 ]"
2021-01-05 08:00:00,"[0.59863915 0.50737881 0.44144183 0.42069237 0.37734059 0.34838171
 0.21931279 0.47420921 0.35881946 0.41000776 0.44900228 0.31158388
 0.34015844 0.44664758 0.51917562 0.59341158 0.67188888 0.52173244
 0.52555523 0.2775264  0.20117675 0.11832924 0.1981981  0.47360493]"
2021-01-05 09:00:00,"[0.49681341 0.43662903 0.41683959 0.37460243 0.34667882 0.21819312
 0.47345226 0.35831915 0.40967816 0.44878357 0.31143883 0.34006244
 0.44658401 0.5191335  0.59338368 0.6718704  0.5217202  0.52554712
 0.27752103 0.20117319 0.11832688 0.19819654 0.47360389 0.75570732]"
2021-01-05 10:00:00,"[0.50493131 0.44795295 0.39950957 0.36438031 0.22920178 0.4806906
 0.36321262 0.41291255 0.45091432 0.31285272 0.34100011 0.44720462
 0.51954451 0.593656   0.67205078 0.52183967 0.52562626 0.27757345
 0.20120791 0.11834988 0.19821177 0.47361398 0.755714   0.77523804]"
2021-01-05 11:00:00,"[0.5222626  0.43335944 0.39147811 0.24846016 0.4926675  0.37108759
 0.41823642 0.45443318 0.31517087 0.34253836 0.44822477 0.52021971
 0.59410315 0.67234705 0.52203591 0.52575624 0.27765954 0.20126494
 0.11838765 0.19823679 0.47363056 0.75572498 0.77524531 0.88062156]"
2021-01-05 12:00:00,"[0.47810419 0.41186044 0.26477681 0.50426373 0.37829935 0.42297825
 0.45763889 0.31728972 0.34393421 0.449151   0.52083398 0.59450972
 0.6726163  0.5222143  0.5258744  0.27773781 0.20131678 0.11842199
 0.19825954 0.47364562 0.75573496 0.77525192 0.88062594 0.83293398]"
2021-01-05 13:00:00,"[0.36692392 0.24430712 0.48787715 0.36665343 0.41573558 0.45287674
 0.31407027 0.34180628 0.44774917 0.51990377 0.59389282 0.67220799
 0.5219439  0.52569524 0.27761914 0.20123818 0.11836993 0.19822505
 0.47362278 0.75571983 0.7752419  0.8806193  0.83292958 0.79045077]"
2021-01-05 14:00:00,"[0.24468521 0.48804938 0.3667913  0.41583356 0.45293768 0.31411034
 0.34183337 0.44776707 0.51991557 0.59390065 0.67221318 0.52194734
 0.52569752 0.27762064 0.20123918 0.11837059 0.19822549 0.47362307
 0.75572002 0.77524203 0.88061939 0.83292964 0.7904508  0.62843316]"
2021-01-05 15:00:00,"[0.51902039 0.38089936 0.42712747 0.46096425 0.31910211 0.34511552
 0.44998597 0.52138217 0.59486681 0.6728543  0.52237251 0.52597893
 0.27780701 0.20136266 0.11845238 0.19827966 0.47365895 0.75574379
 0.77525777 0.88062982 0.83293655 0.79045538 0.62843619 0.52922209]"
2021-01-05 16:00:00,"[0.25562288 0.37006097 0.41528085 0.28663497 0.32492401 0.43670978
 0.51240681 0.58893447 0.66894619 0.51977924 0.52425911 0.27666871
 0.20060881 0.11795291 0.19794882 0.47343983 0.75559864 0.77516163
 0.88056613 0.83289436 0.79042744 0.62841769 0.52920983 0.55595278]"
2021-01-05 17:00:00,"[0.40300215 0.43028636 0.29864732 0.33346118 0.4420191  0.51589776
 0.59129452 0.67050608 0.52080687 0.524941   0.27712093 0.20090812
 0.11815114 0.19808016 0.47352682 0.75565626 0.77519979 0.88059141
 0.83291111 0.79043853 0.62842503 0.52921469 0.555956   0.55118905]"
2021-01-05 18:00:00,"[0.46818586 0.31591147 0.34728163 0.45184128 0.52200623 0.59531092
 0.67322137 0.52260156 0.52612331 0.27790547 0.20142842 0.1184955
 0.19830822 0.47367793 0.75575635 0.77526608 0.88063532 0.8329402
 0.79045779 0.62843779 0.52922315 0.5559616  0.55119276 0.55365707]"
2021-01-05 19:00:00,"[0.30178994 0.34084893 0.44669171 0.51834644 0.59303487 0.67172484
 0.52158983 0.5254546  0.27746494 0.2011361  0.11830164 0.1981799
 0.47359295 0.75570005 0.77522879 0.88061062 0.83292383 0.79044696
 0.62843062 0.52921839 0.55595845 0.55119067 0.55365569 0.70575852]"
2021-01-05 20:00:00,"[0.42910308 0.48689364 0.55052925 0.61590716 0.68594925 0.53094257
 0.53177751 0.28164413 0.20388926 0.12012854 0.19939148 0.47439486
 0.75623112 0.77558065 0.88084369 0.8330782  0.79054921 0.62849835
 0.52926326 0.55598817 0.55121036 0.55366873 0.70576716 0.86482789]"
2021-01-05 21:00:00,"[0.50089486 0.55690715 0.62101285 0.68957787 0.53319923 0.53326129
 0.28264724 0.20455228 0.12056532 0.19968131 0.47458707 0.75635834
 0.7756649  0.88089951 0.83311518 0.7905737  0.62851457 0.529274
 0.55599529 0.55121507 0.55367185 0.70576923 0.86482926 0.93958679]"
2021-01-05 22:00:00,"[0.54875049 0.6172973  0.68660345 0.53108532 0.53194664 0.28178283
 0.2039679  0.12017907 0.19942686 0.47441822 0.75624636 0.77559079
 0.88085043 0.83308266 0.79055216 0.6285003  0.52926455 0.55598903
 0.55121092 0.5536691  0.70576741 0.86482805 0.939586   0.73087331]"
2021-01-05 23:00:00,"[0.62256386 0.6890025  0.53300583 0.53331154 0.28263167 0.20452602
 0.12055639 0.19967625 0.47458252 0.75635538 0.77566309 0.88089828
 0.83311435 0.79057316 0.62851421 0.52927376 0.55599513 0.55121497
 0.55367178 0.70576918 0.86482923 0.93958677 0.73087382 0.79514606]"
2021-01-06 00:00:00,"[0.61210681 0.49797796 0.50527071 0.26270309 0.19213231 0.11240736
 0.19416711 0.47094119 0.75395655 0.77407132 0.87984264 0.83241565
 0.79011044 0.62820763 0.52907069 0.55586063 0.55112587 0.55361276
 0.70573009 0.86480334 0.93956962 0.73086246 0.79513853 0.89496935]"
2021-01-06 01:00:00,"[0.48549702 0.49958534 0.25815178 0.18889771 0.11039574 0.19284444
 0.47004701 0.75336553 0.77368196 0.87958428 0.83224431 0.78999703
 0.62813253 0.52902093 0.55582767 0.55110404 0.5535983  0.70572051
 0.86479699 0.93956542 0.73085968 0.79513669 0.89496813 0.95374979]"
2021-01-06 02:00:00,"[0.54304908 0.27795058 0.20474722 0.12165997 0.19984973 0.47465308
 0.75647946 0.77574015 0.88094017 0.83314403 0.79059371 0.62852745
 0.52928247 0.55600095 0.55121883 0.55367433 0.70577087 0.86483035
 0.93958751 0.73087432 0.79514638 0.89497455 0.95375404 0.98138031]"
2021-01-06 03:00:00,"[0.18111789 0.16063756 0.0863489  0.1747542  0.45904601 0.74621761
 0.76880263 0.87635475 0.83012325 0.78858924 0.62719811 0.52840262
 0.55541826 0.55083276 0.55341861 0.7056015  0.86471816 0.9395132
 0.73082509 0.79511378 0.89495295 0.95373974 0.98137083 0.86083513]"
2021-01-06 04:00:00,"[0.17614829 0.09341442 0.18041035 0.46306583 0.74871756 0.77044638
 0.87746601 0.83085774 0.78907311 0.62751919 0.52861555 0.5555592
 0.5509261  0.55348045 0.70564246 0.86474529 0.93953117 0.73083699
 0.79512166 0.89495818 0.9537432  0.98137312 0.86083665 0.93770811]"
2021-01-06 05:00:00,"[0.09614586 0.18165459 0.46406188 0.74942545 0.77088662 0.87775547
 0.83105343 0.78920245 0.6276044  0.5286721  0.5555967  0.55095091
 0.55349688 0.70565335 0.8647525  0.93953595 0.73084016 0.79512376
 0.89495956 0.95374412 0.98137373 0.86083706 0.93770837 0.97383815]"
2021-01-06 06:00:00,"[0.22877726 0.48552741 0.76660923 0.78309912 0.8853505  0.83604726
 0.79257853 0.62983585 0.53014213 0.55657216 0.55159783 0.55392505
 0.70593691 0.86494037 0.93966039 0.73092258 0.79517835 0.89499573
 0.95376807 0.9813896  0.86084757 0.93771534 0.97384276 0.90492996]"
2021-01-06 07:00:00,"[0.48637174 0.76699385 0.78340701 0.88556932 0.83618335 0.792668
 0.62989634 0.53018211 0.5565985  0.5516153  0.55393665 0.70594458
 0.86494545 0.93966376 0.73092481 0.79517983 0.89499671 0.95376872
 0.98139003 0.86084785 0.93771552 0.97384288 0.90493004 0.92791541]"
2021-01-06 08:00:00,"[0.7151718  0.7598008  0.86667186 0.82275295 0.78431555 0.6244045
 0.52646935 0.55414451 0.54999867 0.55286391 0.70523315 0.86447458
 0.93935192 0.7307182  0.79504298 0.89490606 0.95370868 0.98135026
 0.86082151 0.93769807 0.97383132 0.90492239 0.92791033 0.96923285]"
2021-01-06 09:00:00,"[0.80363961 0.88664151 0.83873924 0.79567699 0.63147024 0.53111518
 0.55728532 0.55207461 0.5542315  0.70614064 0.86507641 0.93975025
 0.730982   0.79521776 0.89502184 0.95378536 0.98140105 0.86085515
 0.93772036 0.97384609 0.90493216 0.92791681 0.96923714 0.98865751]"
2021-01-06 10:00:00,"[0.88678893 0.83880639 0.79573075 0.63150845 0.53113894 0.55730094
 0.55208518 0.55423848 0.70614523 0.86507946 0.93975228 0.73098334
 0.79521864 0.89502242 0.95378575 0.98140131 0.86085532 0.93772047
 0.97384616 0.90493221 0.92791684 0.96923716 0.98865753 0.90555132]"
2021-01-06 11:00:00,"[0.80573191 0.78066452 0.61944749 0.52256723 0.55197014 0.54858011
 0.55186888 0.70457902 0.86404768 0.93906762 0.73052929 0.79491812
 0.8948234  0.95365388 0.98131396 0.86079747 0.93768215 0.97382078
 0.9049154  0.92790571 0.96922978 0.98865264 0.90554808 0.95872284]"
2021-01-06 12:00:00,"[0.76946627 0.61434642 0.51848367 0.54906796 0.54677522 0.55068214
 0.70377673 0.86351739 0.93871828 0.73029748 0.79476439 0.89472165
 0.9535865  0.98126931 0.8607679  0.93766257 0.9738078  0.90490681
 0.92790001 0.96922601 0.98865014 0.90554643 0.95872174 0.91880361]"
2021-01-06 13:00:00,"[0.44782992 0.44263133 0.48834596 0.50362016 0.52384375 0.68613013
 0.85158742 0.93083305 0.72510285 0.79131743 0.89243567 0.95207347
 0.98026731 0.86010401 0.93722282 0.97351654 0.90471388 0.92777222
 0.96914136 0.98859407 0.90550929 0.95869714 0.91878731 0.68711176]"
2021-01-06 14:00:00,"[0.41352334 0.47508656 0.49300563 0.51630001 0.68143864 0.8485027
 0.92874763 0.72372447 0.79040938 0.89183312 0.95167387 0.98000282
 0.85992885 0.93710677 0.97343967 0.90466296 0.92773849 0.96911902
 0.98857928 0.90549949 0.95869065 0.91878301 0.68710891 0.63675797]"
2021-01-06 15:00:00,"[0.47673    0.49375426 0.51689931 0.68186456 0.84876759 0.9289218
 0.72384221 0.7904872  0.89188439 0.95170789 0.98002538 0.85994378
 0.93711665 0.97344623 0.9046673  0.92774137 0.96912093 0.98858054
 0.90550032 0.9586912  0.91878338 0.68710916 0.63675813 0.72871321]"
2021-01-06 16:00:00,"[0.52129828 0.52944628 0.69190878 0.855906   0.93336122 0.72676119
 0.79246057 0.89318871 0.95256715 0.98059556 0.86032192 0.93736693
 0.97361197 0.90477712 0.92781411 0.9691691  0.98861245 0.90552146
 0.95870521 0.91879265 0.6871153  0.6367622  0.72871591 0.87561147]"
2021-01-06 17:00:00,"[0.59263574 0.72069312 0.87894871 0.94973764 0.73694579 0.79915708
 0.89771588 0.95555943 0.98256681 0.86162996 0.93823441 0.97418613
 0.90515736 0.92806604 0.96933598 0.98872298 0.90559467 0.9587537
 0.91882477 0.68713658 0.63677629 0.72872524 0.87561766 0.83378837]"
2021-01-06 18:00:00,"[0.72864413 0.88257058 0.95263706 0.73900641 0.80043859 0.89855849
 0.95612907 0.98294332 0.861878   0.938399   0.97429528 0.90522961
 0.92811389 0.96936768 0.98874397 0.90560858 0.95876291 0.91883088
 0.68714062 0.63677897 0.72872702 0.87561883 0.83378915 0.92499723]"
2021-01-06 19:00:00,"[0.96549831 0.99041267 0.76924688 0.82193046 0.91192442 0.96491735
 0.98888462 0.86580497 0.940986   0.97601192 0.90636806 0.92886739
 0.9698667  0.9890746  0.90582758 0.95890797 0.91892696 0.68720426
 0.63682112 0.72875494 0.87563733 0.8338014  0.92500535 0.70620229]"
2021-01-06 20:00:00,"[1.00076267 0.77396156 0.8257047  0.91460676 0.96658551 0.98998146
 0.86654648 0.94147611 0.9763348  0.90658231 0.92900948 0.96996074
 0.98913688 0.90586885 0.9589353  0.91894506 0.68721625 0.63682907
 0.7287602  0.87564081 0.83380371 0.92500688 0.7062033  0.63038259]"
2021-01-06 21:00:00,"[0.76587401 0.82202062 0.91165755 0.96448952 0.98867795 0.86568941
 0.94089669 0.97595182 0.90633001 0.92884207 0.96984971 0.9890634
 0.90582018 0.95890305 0.9189237  0.68720211 0.6368197  0.72875399
 0.8756367  0.83380098 0.92500507 0.70620211 0.63038179 0.46598429]"
2021-01-06 22:00:00,"[0.93674177 0.96391584 1.0063238  1.01840953 0.88417966 0.95305427
 0.98417095 0.91176252 0.93242089 0.97222449 0.99063831 0.90686257
 0.95959339 0.91938109 0.68750507 0.63702036 0.72888691 0.87572475
 0.8338593  0.9250437  0.7062277  0.63039874 0.46599551 0.4648424 ]"
2021-01-06 23:00:00,"[0.99186378 1.01905477 1.02860104 0.89142275 0.9575588  0.98713273
 0.91376483 0.93374434 0.97309635 0.99121685 0.90724625 0.95984733
 0.91954926 0.6876165  0.63709417 0.7289358  0.87575713 0.83388075
 0.92505791 0.70623711 0.63040498 0.46599964 0.46484513 0.41169968]"
2021-01-07 00:00:00,"[1.01818283 1.02820385 0.89110479 0.95733282 0.9869922  0.91367243
 0.93368187 0.97305506 0.99118965 0.9072282  0.95983536 0.91954134
 0.68761125 0.63709069 0.72893349 0.8757556  0.83387974 0.92505724
 0.70623666 0.63040468 0.46599945 0.464845   0.41169959 0.34576942]"
2021-01-07 01:00:00,"[1.01357132 0.88443931 0.95199691 0.98319997 0.91131402 0.93213119
 0.97200672 0.99049674 0.90677173 0.95953246 0.91934046 0.6874783
 0.63700264 0.72887516 0.87571696 0.83385415 0.92504029 0.70622543
 0.63039724 0.46599452 0.46484174 0.41169743 0.34576798 0.37150436]"
2021-01-07 02:00:00,"[0.87221785 0.94642974 0.97874329 0.90814666 0.93016139 0.97071155
 0.98962114 0.90619299 0.9591512  0.91908747 0.68731052 0.63689159
 0.72880161 0.87566823 0.83382187 0.92501891 0.70621127 0.63038786
 0.46598831 0.46483762 0.4116947  0.34576618 0.37150316 0.17460674]"
2021-01-07 03:00:00,"[1.00811323 1.00684163 0.9306402  0.94614752 0.98065342 0.99615805
 0.91061227 0.96207216 0.92101174 0.68858739 0.6377384  0.72936209
 0.87603941 0.8340678  0.92518181 0.70631917 0.63045933 0.46603565
 0.46486898 0.41171547 0.34577994 0.37151228 0.17461278 0.35382314]"
2021-01-07 04:00:00,"[0.99491093 0.92520547 0.94179686 0.97756142 0.99423512 0.90934791
 0.9612174  0.92044678 0.6882152  0.63749143 0.7291983  0.875931
 0.83399601 0.92513424 0.70628766 0.63043846 0.46602182 0.46485983
 0.41170941 0.34577592 0.37150961 0.17461102 0.35382197 0.16629699]"
2021-01-07 05:00:00,"[0.90992572 0.93483656 0.97198949 0.99027515 0.90688519 0.95959812
 0.91935207 0.68749164 0.63701476 0.728882   0.87572124 0.83385717
 0.9250423  0.70622674 0.63039811 0.4659951  0.46484212 0.41169768
 0.34576815 0.37150447 0.17460761 0.35381972 0.16629549 0.15164799]"
2021-01-07 06:00:00,"[0.96655323 0.98643721 1.00184097 0.915105   0.96471008 0.92271325
 0.68976396 0.63851667 0.72987143 0.87637779 0.83429258 0.92533048
 0.70641759 0.63052456 0.46607886 0.4648976  0.41173443 0.34579249
 0.37152059 0.17461829 0.35382679 0.16630018 0.15165109 0.14475096]"
2021-01-07 07:00:00,"[0.98598393 1.00163449 0.91493971 0.9645926  0.92264019 0.68971593
 0.6384842  0.72984997 0.87636365 0.8342832  0.92532426 0.70641347
 0.63052184 0.46607705 0.4648964  0.41173364 0.34579197 0.37152025
 0.17461806 0.35382664 0.16630007 0.15165102 0.14475092 0.06803338]"
2021-01-07 08:00:00,"[0.98333332 0.90660307 0.95791888 0.91789718 0.68676623 0.63654473
 0.72853879 0.87549701 0.83371228 0.92494542 0.70616223 0.63035555
 0.46596692 0.46482344 0.41168531 0.34575996 0.37149904 0.17460401
 0.35381734 0.16629391 0.15164694 0.14474822 0.06803159 0.09201555]"
2021-01-07 09:00:00,"[0.87687308 0.94437615 0.90705583 0.67906129 0.63175298 0.72538815
 0.87336703 0.83230444 0.92401797 0.70554681 0.62994741 0.46569679
 0.46464454 0.41156677 0.34568144 0.37144704 0.17456957 0.35379452
 0.1662788  0.15163693 0.14474159 0.0680272  0.09201264 0.17108159]"
2021-01-07 10:00:00,"[0.98824812 0.92704059 0.69505967 0.64312301 0.73245925 0.87801636
 0.83544762 0.92609548 0.70691543 0.63085557 0.46629907 0.46504317
 0.41183077 0.34585636 0.3715629  0.1746463  0.35384535 0.16631247
 0.15165923 0.14475636 0.06803699 0.09201912 0.17108588 0.0804108 ]"
