,forecasts_24h
2021-01-16 07:00:00,"[0.91066658 0.77468288 0.71553804 0.59021028 0.56245374 0.48158539
 0.54433067 0.48200961 0.5932595  0.54380637 0.60415015 0.52967201
 0.5729818  0.72156372 0.85735873 0.77907945 0.61330201 0.66373444
 0.68868459 0.85680184 0.83680772 0.82195411 0.85039944 0.88753984]"
2021-01-16 08:00:00,"[0.77269409 0.71463209 0.58948504 0.56193832 0.48126484 0.5441199
 0.48186712 0.59316533 0.54374433 0.60410898 0.52964471 0.57296373
 0.72155176 0.8573508  0.7790742  0.61329853 0.66373213 0.68868307
 0.85680082 0.83680705 0.82195367 0.85039915 0.88753964 0.95025986]"
2021-01-16 09:00:00,"[0.72070728 0.59225244 0.5641537  0.48283931 0.54509908 0.48251094
 0.59360058 0.54403202 0.6042985  0.52977047 0.57304713 0.72160696
 0.85738736 0.77909842 0.61331457 0.66374276 0.6886901  0.85680549
 0.83681014 0.82195571 0.8504005  0.88754054 0.95026045 0.97973858]"
2021-01-16 10:00:00,"[0.57937554 0.55828796 0.47814361 0.54176185 0.4804355  0.59223595
 0.54310946 0.60368873 0.52936876 0.57278058 0.72143018 0.85727036
 0.77902093 0.61326323 0.66370875 0.68866758 0.85679057 0.83680026
 0.82194917 0.85039617 0.88753767 0.95025855 0.97973732 0.9838268 ]"
2021-01-16 11:00:00,"[0.55523138 0.47675127 0.54064724 0.47964335 0.5917433  0.54278554
 0.60346974 0.52922402 0.57268522 0.72136691 0.85722839 0.77899316
 0.61324484 0.66369657 0.68865951 0.85678522 0.83679672 0.82194682
 0.85039461 0.88753664 0.95025787 0.97973687 0.9838265  0.99551415]"
2021-01-16 12:00:00,"[0.44787421 0.52749303 0.46911302 0.58425941 0.53813126 0.60040949
 0.52715514 0.57131778 0.72046606 0.85663063 0.77859673 0.61298245
 0.6635228  0.68854438 0.85670896 0.83674621 0.82191336 0.85037245
 0.88752196 0.95024815 0.97973043 0.98382224 0.99551132 0.94373317]"
2021-01-16 13:00:00,"[0.67007826 0.53406408 0.63625463 0.5750842  0.62339076 0.54226563
 0.58153321 0.72721805 0.8610787  0.7815483  0.6149399  0.66481837
 0.68940238 0.85727744 0.83712275 0.82216276 0.85053765 0.88763139
 0.95032063 0.97977844 0.98385404 0.99553239 0.94374712 0.96594268]"
2021-01-16 14:00:00,"[0.5348433  0.63660958 0.57536835 0.6235927  0.54239122 0.58161579
 0.72727388 0.8611156  0.78157261 0.61495603 0.66482907 0.68940946
 0.85728213 0.83712586 0.82216482 0.85053901 0.88763229 0.95032123
 0.97977884 0.9838543  0.99553256 0.94374723 0.96594276 0.98711035]"
2021-01-16 15:00:00,"[0.60814046 0.56239997 0.61321113 0.53501305 0.57702726 0.72425686
 0.85907595 0.78022448 0.61406791 0.66423975 0.68901863 0.85702345
 0.83695455 0.82205132 0.85046383 0.88758249 0.95028824 0.97975699
 0.98383983 0.99552298 0.94374088 0.96593855 0.98710757 0.9880312 ]"
2021-01-16 16:00:00,"[0.52123762 0.59446068 0.52000276 0.56635946 0.71762249 0.85471376
 0.77727543 0.6121187  0.66295565 0.68816655 0.85645836 0.83658053
 0.82180362 0.85029972 0.88747379 0.95021624 0.9797093  0.98380824
 0.99550205 0.94372702 0.96592937 0.98710149 0.98802717 0.99748803]"
2021-01-16 17:00:00,"[0.53978702 0.49509757 0.54642213 0.70345305 0.8459017  0.77148139
 0.60820164 0.66036663 0.68646096 0.85532659 0.83582996 0.82130684
 0.84997072 0.88725581 0.95007186 0.97961366 0.98374489 0.99546009
 0.94369923 0.96591096 0.98708929 0.98801909 0.99748268 0.94156427]"
2021-01-16 18:00:00,"[0.48711007 0.54278363 0.70054032 0.84383163 0.77019399 0.60735517
 0.65979437 0.68608272 0.85507742 0.83566462 0.82119719 0.84989815
 0.88720774 0.95004001 0.97959257 0.98373092 0.99545084 0.9436931
 0.9659069  0.9870866  0.98801731 0.9974815  0.94156349 0.92470685]"
2021-01-16 19:00:00,"[0.5930928  0.72345738 0.8621774  0.78323231 0.61546378 0.66512589
 0.68968709 0.85745976 0.83723406 0.82223861 0.8505888  0.88766487
 0.95034275 0.97979315 0.98386378 0.99553883 0.94375139 0.96594551
 0.98711218 0.98803425 0.99749272 0.94157092 0.92471177 0.88034093]"
2021-01-16 20:00:00,"[0.69785132 0.85051321 0.77389479 0.60882761 0.66099882 0.68697348
 0.85562523 0.8360215  0.82143981 0.85005875 0.88731334 0.95011008
 0.97963907 0.98376169 0.99547121 0.9437066  0.96591584 0.98709253
 0.98802123 0.9974841  0.94156521 0.92470799 0.88033843 0.87481009]"
2021-01-16 21:00:00,"[0.90853369 0.80032454 0.62998539 0.67603563 0.69632497 0.86177395
 0.84017835 0.82418731 0.85186875 0.88851439 0.9509066  0.98016626
 0.98411083 0.99570254 0.94385983 0.96601733 0.98715975 0.98806576
 0.99751359 0.94158475 0.92472093 0.880347   0.87481577 0.68278774]"
2021-01-16 22:00:00,"[0.71487418 0.59106066 0.64487525 0.67417932 0.84800144 0.83112274
 0.81806527 0.84782233 0.88584869 0.94913774 0.97899318 0.9833344
 0.99518834 0.94351914 0.96579166 0.98701028 0.98796676 0.99744801
 0.94154131 0.92469216 0.88032794 0.87480315 0.68277938 0.7863225 ]"
2021-01-16 23:00:00,"[0.57354474 0.63689632 0.66779196 0.84346195 0.8282996  0.81620902
 0.84656741 0.88501924 0.94859132 0.97863059 0.98309394 0.99502918
 0.94341374 0.96572183 0.98696403 0.98793612 0.99742772 0.94152787
 0.92468326 0.88032204 0.87479924 0.68277679 0.78632079 0.68420943]"
2021-01-17 00:00:00,"[0.65226589 0.67479317 0.84906662 0.83228283 0.81868622 0.8481962
 0.88612039 0.94931913 0.97911006 0.98341209 0.99524018 0.94355339
 0.96581431 0.9870253  0.98797671 0.9974546  0.94154567 0.92469505
 0.88032986 0.87480441 0.68278022 0.78632306 0.68421094 0.61250286]"
2021-01-17 01:00:00,"[0.75408451 0.88518577 0.86119726 0.83923567 0.86097603 0.89452329
 0.95499991 0.98286482 0.98588566 0.99688155 0.94464192 0.96653478
 0.98750244 0.98829284 0.997664   0.94168437 0.92478692 0.88039071
 0.87484472 0.68280692 0.78634074 0.68422265 0.61251062 0.56122592]"
2021-01-17 02:00:00,"[0.97018988 0.89991872 0.87023332 0.88300602 0.90822388 0.96400823
 0.98895489 0.98991095 0.99953332 0.94640154 0.96770174 0.98827481
 0.98880435 0.9980029  0.94190885 0.9249356  0.8804892  0.87490996
 0.68285013 0.78636936 0.68424161 0.61252318 0.56123424 0.56064114]"
2021-01-17 03:00:00,"[0.87706061 0.8598209  0.87467057 0.90229989 0.96032406 0.9865325
 0.98827329 0.9984509  0.94568846 0.96722857 0.98796101 0.98859665
 0.99786536 0.94181772 0.92487524 0.88044921 0.87488348 0.68283259
 0.78635774 0.68423391 0.61251808 0.56123086 0.5606389  0.53711451]"
2021-01-17 04:00:00,"[0.90872068 0.89694562 0.92013171 0.97299712 0.99441395 0.99345545
 1.00195429 0.94800407 0.96875404 0.98897326 0.98926796 0.99830968
 0.94211197 0.9250702  0.88057835 0.87496901 0.68288925 0.78639527
 0.68425877 0.61253454 0.56124176 0.56064613 0.53711929 0.45145198]"
2021-01-17 05:00:00,"[0.92929233 0.93486643 0.98479268 1.00279705 0.99866895 1.00538224
 0.95032153 0.97028578 0.98998234 0.98993755 0.99875374 0.94240588
 0.92526484 0.88070732 0.87505443 0.68294582 0.78643275 0.6842836
 0.61255099 0.56125266 0.56065334 0.53712407 0.45145514 0.32469982]"
2021-01-17 06:00:00,"[0.95902043 0.99579542 1.01160506 1.00492879 1.00927527 0.95288125
 0.97201628 0.99112613 0.99069106 0.99925374 0.94273747 0.92548431
 0.88085266 0.87515073 0.68300961 0.786475   0.68431158 0.61256952
 0.56126494 0.56066147 0.53712946 0.45145871 0.32470218 0.37372897]"
2021-01-17 07:00:00,"[1.00440644 1.01552759 1.00806889 1.01150694 0.95426914 0.97292884
 0.99174306 0.99109882 0.99952236 0.94291573 0.92560253 0.88093091
 0.87520255 0.68304394 0.78649774 0.68432664 0.6125795  0.56127154
 0.56066585 0.53713236 0.45146063 0.32470345 0.37372981 0.35202971]"
2021-01-17 08:00:00,"[1.00040908 1.00118204 1.00599381 0.95035096 0.9704921  0.99014088
 0.99001567 0.99880644 0.94244409 0.92528957 0.88072336 0.87506518
 0.68295297 0.78643746 0.68428672 0.61255306 0.56125403 0.56065425
 0.53712467 0.45145554 0.32470008 0.37372758 0.35202823 0.36225249]"
2021-01-17 09:00:00,"[0.9881535  1.000059   0.94559997 0.96711558 0.988041   0.98863497
 0.99787302 0.94182714 0.92488313 0.88045366 0.87488632 0.68283459
 0.78635906 0.68423477 0.61251865 0.56123124 0.56063915 0.53711468
 0.45144892 0.32469569 0.37372467 0.3520263  0.36225121 0.32527072]"
2021-01-17 10:00:00,"[0.99087521 0.94141653 0.96376661 0.98566089 0.98715476 0.99689977
 0.94116917 0.92444824 0.88016716 0.87469621 0.68270851 0.78627562
 0.68417951 0.61248204 0.56120699 0.56062309 0.53710403 0.45144187
 0.32469103 0.37372158 0.35202426 0.36224985 0.32526982 0.24703076]"
2021-01-17 11:00:00,"[0.93337266 0.96010243 0.98272761 0.98507008 0.99560329 0.94031672
 0.92387194 0.87978625 0.87444527 0.682542   0.78616519 0.68410642
 0.61243363 0.56117492 0.56060185 0.53708996 0.45143255 0.32468485
 0.37371749 0.35202155 0.36224806 0.32526864 0.24702998 0.20052328]"
2021-01-17 12:00:00,"[0.98212307 0.99275855 0.99310014 1.00131025 0.94386591 0.92620558
 0.88136391 0.87548804 0.68322895 0.78662103 0.68440872 0.61263372
 0.56130742 0.56068964 0.53714812 0.45147107 0.32471037 0.37373439
 0.35203274 0.36225548 0.32527355 0.24703323 0.20052544 0.20226551]"
2021-01-17 13:00:00,"[0.98929063 0.99152042 1.00004563 0.94296715 0.92564664 0.88099639
 0.87523958 0.68306473 0.78651284 0.68433694 0.61258611 0.56127591
 0.56066877 0.53713429 0.45146191 0.3247043  0.37373037 0.35203008
 0.36225371 0.32527238 0.24703246 0.20052492 0.20226517 0.10850143]"
2021-01-17 14:00:00,"[0.98430503 0.99675885 0.94033598 0.92377667 0.87983345 0.87447493
 0.68254779 0.78617116 0.68411185 0.61243675 0.56117686 0.56060321
 0.53709087 0.45143314 0.32468525 0.37371775 0.35202172 0.36224817
 0.32526871 0.24703003 0.20052331 0.20226411 0.10850072 0.05099528]"
2021-01-17 15:00:00,"[0.98446132 0.93473416 0.91929225 0.87664638 0.87249287 0.68124456
 0.78529011 0.68352951 0.61205312 0.56092229 0.56043439 0.53697913
 0.45135914 0.32463622 0.37368528 0.35200021 0.36223393 0.32525927
 0.24702378 0.20051917 0.20226136 0.1084989  0.05099407 0.08594688]"
2021-01-17 16:00:00,"[0.92235492 0.9136532  0.87213216 0.86928462 0.67924933 0.78397822
 0.68264261 0.61146691 0.56053611 0.56017813 0.53680919 0.45124666
 0.32456172 0.37363592 0.35196752 0.36221227 0.32524493 0.24701427
 0.20051288 0.2022572  0.10849614 0.05099225 0.08594567 0.07494804]"
2021-01-17 17:00:00,"[0.93374555 0.88128471 0.87661151 0.68445654 0.78721662 0.68477189
 0.61290641 0.56148757 0.56080493 0.53722511 0.45152249 0.32474429
 0.37375683 0.35204763 0.36226533 0.32528007 0.24703755 0.2005283
 0.20226741 0.10850291 0.05099673 0.08594863 0.07495001 0.18321418]"
2021-01-17 18:00:00,"[0.86466643 0.86904147 0.6783965  0.78290976 0.68209343 0.61114529
 0.56029696 0.56001799 0.53670669 0.45117849 0.32451615 0.37360583
 0.35194762 0.36219908 0.32523619 0.24700849 0.20050905 0.20225466
 0.10849446 0.05099113 0.08594493 0.07494756 0.18321255 0.16207881]"
2021-01-17 19:00:00,"[0.85522227 0.67210152 0.77787044 0.678512   0.60891797 0.55883247
 0.55902792 0.53605229 0.45074739 0.32423009 0.37341611 0.35182206
 0.36211592 0.32518109 0.24697199 0.20048487 0.20223864 0.10848386
 0.05098411 0.08594027 0.07494447 0.18321051 0.16207745 0.30009887]"
2021-01-17 20:00:00,"[0.64271664 0.76448491 0.66779649 0.60130247 0.55409634 0.55591385
 0.53394703 0.44935589 0.3233134  0.37280783 0.35141866 0.36184892
 0.32500427 0.24685484 0.20040727 0.20218725 0.10844981 0.05096155
 0.08592534 0.07493458 0.18320396 0.16207311 0.300096   0.31289759]"
2021-01-17 21:00:00,"[0.8026362  0.68517533 0.61521474 0.56398378 0.56206291 0.53799012
 0.45208922 0.32512002 0.373998   0.3522084  0.36237267 0.32535092
 0.24708441 0.20055938 0.202288   0.10851654 0.05100576 0.08595462
 0.07495397 0.1832168  0.16208162 0.30010163 0.31290132 0.22092577]"
2021-01-17 22:00:00,"[0.69353616 0.61902331 0.56703265 0.56422974 0.53933768 0.45297526
 0.32571902 0.37439392 0.35246923 0.36254574 0.3254657  0.24716038
 0.20060969 0.20232133 0.10853862 0.05102038 0.0859643  0.07496039
 0.18322105 0.16208444 0.3001035  0.31290256 0.22092658 0.19399987]"
2021-01-17 23:00:00,"[0.65110767 0.58164786 0.57592964 0.54765279 0.45814648 0.32911917
 0.37669258 0.35398855 0.36354664 0.32612986 0.24760084 0.20090122
 0.2025144  0.10866654 0.05110511 0.08602042 0.07499756 0.18324568
 0.16210075 0.3001143  0.31290971 0.22093133 0.19400301 0.1206901 ]"
2021-01-18 00:00:00,"[0.53852407 0.5562857  0.53192724 0.44697035 0.32216867 0.37212253
 0.35089898 0.36150456 0.32478458 0.24670816 0.20030921 0.20212256
 0.10840704 0.05093318 0.08590654 0.07492213 0.18319571 0.16206765
 0.30009238 0.31289519 0.22092171 0.19399664 0.12068588 0.15801312]"
2021-01-18 01:00:00,"[0.51051455 0.51107736 0.43027941 0.31030644 0.36474534 0.34604837
 0.35822531 0.32261713 0.24528029 0.19936172 0.20149421 0.10799115
 0.05065775 0.08572405 0.07480126 0.18311565 0.16201462 0.30005725
 0.31287192 0.22090629 0.19398643 0.12067912 0.15800865 0.08470075]"
2021-01-18 02:00:00,"[0.47738772 0.41493295 0.29802115 0.3560142  0.34061842 0.35465505
 0.32020346 0.24368495 0.19831075 0.20079682 0.10752865 0.05035164
 0.08552133 0.07466694 0.18302668 0.16195569 0.30001822 0.31284607
 0.22088917 0.19397509 0.1206716  0.15800367 0.08469745 0.14221785]"
2021-01-18 03:00:00,"[0.38574862 0.28472697 0.34537182 0.3330549  0.34995125 0.31711064
 0.24159406 0.19692875 0.19988639 0.10692452 0.04995099 0.08525615
 0.07449132 0.18291033 0.16187862 0.29996717 0.31281225 0.22086677
 0.19396025 0.12066177 0.15799716 0.08469314 0.142215   0.15340844]"
2021-01-18 04:00:00,"[0.25475934 0.33172083 0.32212689 0.34218472 0.31228059 0.23841823
 0.19478174 0.1984673  0.10598966 0.04933065 0.08484474 0.07421903
 0.18273    0.16175914 0.29988803 0.31275984 0.22083205 0.19393725
 0.12064654 0.15798707 0.08468646 0.14221057 0.15340551 0.10337874]"
2021-01-18 05:00:00,"[0.38305402 0.34551041 0.36090391 0.3255843  0.24669189 0.20022178
 0.20214503 0.10842049 0.05093203 0.08590736 0.07492374 0.18319643
 0.16206804 0.30009269 0.3128954  0.22092184 0.19399673 0.12068594
 0.15801316 0.08470374 0.14222202 0.15341309 0.10338377 0.04859033]"
2021-01-18 06:00:00,"[0.32464041 0.35139712 0.31797383 0.24128314 0.19685804 0.19993333
 0.10692527 0.04994375 0.0852563  0.07449172 0.18290992 0.16187841
 0.29996711 0.31281219 0.22086672 0.19396023 0.12066176 0.15799715
 0.08469313 0.14221499 0.15340844 0.10338068 0.04858829 0.09301939]"
2021-01-18 07:00:00,"[0.34825331 0.31654175 0.24013672 0.19604328 0.19942663 0.10659211
 0.04971852 0.08510743 0.07439365 0.18284484 0.16183525 0.29993854
 0.31279328 0.22085419 0.19395192 0.12065626 0.1579935  0.08469072
 0.14221339 0.15340738 0.10337998 0.04858783 0.09301908 0.17380243]"
2021-01-18 08:00:00,"[0.26004534 0.21440122 0.17544126 0.1847848  0.09748626 0.0437313
 0.08105978 0.07171832 0.18108239 0.16066575 0.29916295 0.31227993
 0.22051422 0.19372668 0.12050706 0.15789468 0.08462526 0.14217003
 0.15337866 0.10336096 0.04857523 0.09301073 0.1737969  0.23586481]"
2021-01-18 09:00:00,"[0.19889741 0.1683789  0.17913117 0.09346824 0.04123247 0.07941677
 0.07060756 0.18034822 0.16018209 0.29884201 0.31206709 0.22037335
 0.19363338 0.12044525 0.15785374 0.08459814 0.14215207 0.15336676
 0.10335308 0.04857001 0.09300727 0.17379461 0.2358633  0.32863469]"
2021-01-18 10:00:00,"[0.2309783  0.20764673 0.11629577 0.05745597 0.08950626 0.07724153
 0.18483311 0.16314643 0.30079485 0.31336293 0.22123273 0.19420218
 0.12082194 0.15810332 0.08476346 0.14226157 0.15343929 0.10340112
 0.04860183 0.09302835 0.17380857 0.23587254 0.32864082 0.34243475]"
2021-01-18 11:00:00,"[0.18939975 0.10798383 0.05080202 0.0847773  0.07430057 0.18289939
 0.16183914 0.29993079 0.3127937  0.22085501 0.19395168 0.12065614
 0.15799352 0.08469071 0.14221338 0.15340737 0.10337998 0.04858782
 0.09301908 0.17380243 0.23586847 0.32863813 0.34243296 0.59983202]"
2021-01-18 12:00:00,"[0.07559466 0.03604796 0.07296625 0.06590647 0.17767904 0.15840669
 0.29761029 0.31125994 0.2198446  0.19328121 0.12021149 0.15769922
 0.08449581 0.14208424 0.15332184 0.10332333 0.0485503  0.09299422
 0.17378596 0.23585757 0.3286309  0.34242818 0.59982885 0.54578102]"
2021-01-18 13:00:00,"[0.06316041 0.08531664 0.07579331 0.18470561 0.16277656 0.30048353
 0.31320239 0.22112849 0.19412701 0.12077273 0.15807143 0.08474216
 0.14224739 0.15342993 0.10339493 0.04859772 0.09302563 0.17380677
 0.23587135 0.32864003 0.34243423 0.59983285 0.54578367 0.68801181]"
2021-01-18 14:00:00,"[0.12661898 0.09460753 0.19976695 0.17348063 0.30714046 0.31757941
 0.22408757 0.19608284 0.12206119 0.1589264  0.08530917 0.14262268
 0.15367847 0.1035596  0.0487068  0.09309788 0.17385462 0.23590305
 0.32866103 0.34244813 0.59984206 0.54578977 0.68801585 0.58949394]"
2021-01-18 15:00:00,"[0.1001684  0.20230006 0.17550846 0.30858163 0.31847569 0.22467688
 0.19648125 0.12232452 0.15909988 0.08542428 0.14269902 0.15372899
 0.10359306 0.04872897 0.09311256 0.17386435 0.23590949 0.32866529
 0.34245096 0.59984394 0.54579101 0.68801667 0.58949449 0.60931571]"
2021-01-18 16:00:00,"[0.2063127  0.17733632 0.31004489 0.31951562 0.22532362 0.19690649
 0.12261201 0.15928989 0.08554946 0.14278208 0.15378408 0.10362952
 0.04875311 0.09312856 0.17387495 0.23591651 0.32866994 0.34245404
 0.59984598 0.54579237 0.68801757 0.58949508 0.6093161  0.69124038]"
2021-01-18 17:00:00,"[0.13097856 0.28892779 0.30261077 0.21330936 0.18943475 0.11769924
 0.15596862 0.08335423 0.14133591 0.15282446 0.10299311 0.04833189
 0.0928496  0.17369012 0.23579409 0.32858886 0.34240033 0.5998104
 0.5457688  0.68800196 0.58948474 0.60930925 0.69123584 0.80931052]"
2021-01-18 18:00:00,"[0.30758689 0.31111045 0.2201136  0.19427051 0.12070663 0.15794602
 0.08469105 0.1422195  0.15340654 0.10337936 0.04858805 0.09301915
 0.1738024  0.23586848 0.32863813 0.34243297 0.59983202 0.54578312
 0.68801144 0.58949102 0.60931342 0.6912386  0.80931234 0.84672261]"
2021-01-18 19:00:00,"[0.26049839 0.19705857 0.17581429 0.10758981 0.14978859 0.07932744
 0.13859343 0.15100986 0.10180047 0.04754036 0.09232433 0.17334253
 0.23556392 0.32843635 0.34229931 0.59974349 0.54572448 0.6879726
 0.58946529 0.60929637 0.69122731 0.80930486 0.84671765 0.93107205]"
2021-01-18 20:00:00,"[0.2069472  0.1803188  0.11119581 0.15235137 0.08092124 0.13964138
 0.15171832 0.10226874 0.04784884 0.09252903 0.17347828 0.23565377
 0.32849585 0.34233873 0.5997696  0.54574178 0.68798406 0.58947288
 0.6093014  0.69123064 0.80930707 0.84671911 0.93107302 0.70372776]"
2021-01-18 21:00:00,"[0.1746362  0.10860724 0.15027915 0.07944852 0.13872548 0.15111611
 0.10186161 0.04757975 0.09235176 0.17336065 0.23557576 0.32844422
 0.34230454 0.59974695 0.54572677 0.68797412 0.5894663  0.60929704
 0.69122775 0.80930516 0.84671785 0.93107218 0.7037272  0.63008385]"
2021-01-18 22:00:00,"[0.11469219 0.15305099 0.08166746 0.14030248 0.15209685 0.10250647
 0.0480157  0.0926399  0.17355047 0.23570172 0.32852775 0.34235983
 0.59978356 0.54575103 0.68799019 0.58947694 0.60930409 0.69123242
 0.80930825 0.8467199  0.93107354 0.7037281  0.63008444 0.71257868]"
2021-01-18 23:00:00,"[0.19303987 0.09988337 0.15488485 0.16246053 0.1089517  0.05225352
 0.09550488 0.17544411 0.23694921 0.32935554 0.3429088  0.60014692
 0.54599166 0.68814962 0.58958255 0.60937404 0.69127875 0.80933894
 0.84674022 0.931087   0.70373702 0.63009035 0.71258259 0.84860199]"
2021-01-19 00:00:00,"[0.08609446 0.14860366 0.15743225 0.10537811 0.05003109 0.0940436
 0.17445621 0.23629625 0.32892538 0.34262337 0.59995762 0.54586637
 0.68806664 0.58952757 0.60933762 0.69125463 0.80932296 0.84672964
 0.93107999 0.70373238 0.63008728 0.71258055 0.84860064 0.70342338]"
2021-01-19 01:00:00,"[0.21379624 0.18712907 0.12915128 0.06692665 0.10455105 0.181365
 0.24096693 0.33201252 0.34465711 0.60130713 0.54676135 0.68865901
 0.58991987 0.60959754 0.6914268  0.80943699 0.84680517 0.93113002
 0.70376552 0.63010923 0.71259509 0.84861027 0.70342976 0.86372904]"
2021-01-19 02:00:00,"[0.19324311 0.13193637 0.0691562  0.10613559 0.18235043 0.24161487
 0.33245055 0.34494663 0.60149787 0.54688791 0.68874294 0.58997542
 0.60963433 0.69145118 0.80945314 0.84681587 0.93113711 0.70377021
 0.63011234 0.71259715 0.84861163 0.70343066 0.86372964 0.93906964]"
2021-01-19 03:00:00,"[0.1180412  0.06282661 0.10106857 0.17874931 0.2393753  0.33097801
 0.34395112 0.60083987 0.54645444 0.6884553  0.58978467 0.60950807
 0.69136756 0.80939774 0.84677917 0.9311128  0.70375411 0.63010167
 0.71259009 0.84860696 0.70342757 0.86372758 0.93906828 0.9744782 ]"
2021-01-19 04:00:00,"[0.0677464  0.10330966 0.18054336 0.24065034 0.33177096 0.3444725
 0.60119235 0.54668741 0.68860878 0.58988651 0.60957561 0.69141226
 0.80942735 0.84679879 0.9311258  0.70376271 0.63010737 0.71259386
 0.84860946 0.70342922 0.86372868 0.93906901 0.97447869 0.93350573]"
2021-01-19 05:00:00,"[0.1370884  0.19593041 0.25296812 0.34052519 0.34991681 0.60477205
 0.54910747 0.69020834 0.59094027 0.61027485 0.69187599 0.80973427
 0.84700205 0.93126047 0.70385192 0.63016646 0.712633   0.84863538
 0.70344639 0.86374006 0.93907654 0.97448368 0.93350903 0.97186583]"
2021-01-19 06:00:00,"[0.21908384 0.26351507 0.34896834 0.35591734 0.60850382 0.55156116
 0.69186716 0.59203667 0.61099714 0.69235527 0.81005213 0.84721243
 0.93139979 0.70394423 0.6302276  0.7126735  0.84866221 0.70346416
 0.86375183 0.93908434 0.97448884 0.93351245 0.97186809 0.94916008]"
2021-01-19 07:00:00,"[0.27711628 0.35516402 0.36087717 0.61202877 0.55375334 0.69330854
 0.59301112 0.61164121 0.69277957 0.81033368 0.84739915 0.93152338
 0.70402608 0.63028183 0.71270942 0.848686   0.70347992 0.86376226
 0.93909125 0.97449342 0.93351549 0.9718701  0.94916142 0.9792225 ]"
2021-01-19 08:00:00,"[0.37686763 0.37076369 0.61994322 0.55937813 0.69680664 0.59531117
 0.61319615 0.69380733 0.81101074 0.84784842 0.93182133 0.70422328
 0.63041243 0.71279595 0.84874331 0.70351788 0.86378741 0.93910791
 0.97450445 0.93352279 0.97187494 0.94916462 0.97922463 0.95593746]"
2021-01-19 09:00:00,"[0.35312817 0.61190981 0.55294715 0.69223615 0.59246875 0.61132723
 0.69254384 0.81017563 0.84729827 0.93145627 0.70398118 0.63025219
 0.71268983 0.848673   0.70347131 0.86375656 0.93908748 0.97449092
 0.93351383 0.97186901 0.94916069 0.97922202 0.95593574 0.90002699]"
2021-01-19 10:00:00,"[0.62206376 0.55757253 0.6959389  0.59510029 0.6129638  0.69361991
 0.8109031  0.8477791  0.93177303 0.70419137 0.63039158 0.71278209
 0.8487341  0.70351179 0.86378338 0.93910524 0.97450268 0.93352162
 0.97187417 0.94916411 0.97922429 0.95593724 0.90002798 0.85174449]"
2021-01-19 11:00:00,"[0.4886271  0.66453257 0.56995861 0.59509564 0.68250759 0.8035966
 0.84283955 0.92850819 0.70204056 0.62896438 0.71183559 0.84810764
 0.70309692 0.8635085  0.93892316 0.97438209 0.93344174 0.97182125
 0.94912906 0.97920107 0.95592186 0.90001779 0.85173774 0.91230992]"
2021-01-19 12:00:00,"[0.76787012 0.6170314  0.63277877 0.70928895 0.8202521  0.85379076
 0.93591174 0.70693401 0.63218809 0.71397472 0.84952628 0.70403587
 0.86413033 0.93933516 0.97465499 0.93362249 0.97194098 0.94920837
 0.9792536  0.95595665 0.90004084 0.85175301 0.91232004 0.84847442]"
2021-01-19 13:00:00,"[0.5564296  0.60517317 0.68718986 0.8045463  0.84402322 0.92948946
 0.70259223 0.62931835 0.7120842  0.8482718  0.70320392 0.86357968
 0.93897049 0.97441337 0.93346245 0.97183498 0.94913815 0.97920709
 0.95592585 0.90002044 0.85173949 0.91231108 0.84846849 0.9318956 ]"
2021-01-19 14:00:00,"[0.63717998 0.70176975 0.81621792 0.85231823 0.93464818 0.70598415
 0.63161146 0.71359985 0.84927028 0.70386647 0.86401908 0.93926132
 0.97460598 0.93359006 0.97191951 0.94919414 0.97924418 0.95595041
 0.90003671 0.85175027 0.91231822 0.84847322 0.93189873 0.90619556]"
2021-01-19 15:00:00,"[0.74025288 0.83374793 0.86635152 0.94462162 0.7121867  0.63568971
 0.71635695 0.85109261 0.70506699 0.8648157  0.93978962 0.97495565
 0.93382163 0.97207294 0.94929577 0.97931149 0.955995   0.90006624
 0.85176983 0.91233118 0.8484818  0.93190442 0.90619933 0.95903038]"
2021-01-19 16:00:00,"[0.81577772 0.85816564 0.93806859 0.70752946 0.63279335 0.71445255
 0.84980515 0.70421603 0.8642551  0.93941763 0.97470895 0.93365835
 0.9719648  0.94922412 0.97926403 0.95596357 0.90004542 0.85175604
 0.91232204 0.84847575 0.93190041 0.90619667 0.95902863 0.87386922]"
2021-01-19 17:00:00,"[0.80327111 0.91306278 0.68751159 0.61856667 0.70560489 0.8439877
 0.70028314 0.86165562 0.93770515 0.97357261 0.93290474 0.97146601
 0.94889379 0.97904517 0.9558186  0.8999494  0.85169244 0.91227992
 0.84844785 0.93188193 0.90618443 0.95902052 0.87386385 0.87553802]"
2021-01-19 18:00:00,"[0.93390631 0.69700633 0.62616749 0.71100678 0.84734717 0.70249204
 0.86314894 0.93869217 0.97422284 0.93333621 0.97175216 0.94908318
 0.9791706  0.9559017  0.90000445 0.85172889 0.91230406 0.84846384
 0.93189252 0.90619145 0.95902517 0.87386693 0.87554005 0.84910328]"
2021-01-19 19:00:00,"[0.69824451 0.62673151 0.7114583  0.84766806 0.7026916  0.86328016
 0.93878088 0.97428147 0.93337484 0.97177779 0.94910018 0.97918185
 0.95590915 0.90000938 0.85173216 0.91230623 0.84846528 0.93189347
 0.90619208 0.95902558 0.8738672  0.87554024 0.8491034  0.93219423]"
